DATE,Humidity,Temperature,Electricity
2020-01-08 19:00:00 EST,65,-11.4,1335
2020-01-08 20:00:00 EST,67,-12.1,1289
2020-01-08 21:00:00 EST,67,-12.9,1229
2020-01-08 22:00:00 EST,67,-13.5,1155
2020-01-08 23:00:00 EST,67,-14.1,1096
2020-01-09 00:00:00 EST,64,-14.7,1051
2020-01-09 01:00:00 EST,64,-15.1,1026
2020-01-09 02:00:00 EST,65,-15.5,1021
2020-01-09 03:00:00 EST,66,-16.1,1031
2020-01-09 04:00:00 EST,64,-16.4,1057
2020-01-09 05:00:00 EST,65,-16.9,1116
2020-01-09 06:00:00 EST,72,-17.7,1233
2020-01-09 07:00:00 EST,72,-18.3,1334
2020-01-09 08:00:00 EST,70,-18.2,1314
2020-01-09 09:00:00 EST,68,-17.5,1246
2020-01-09 10:00:00 EST,64,-16,1213
2020-01-09 11:00:00 EST,62,-15.5,1179
2020-01-09 12:00:00 EST,58,-14.2,1187
2020-01-09 13:00:00 EST,58,-13.8,1220
2020-01-09 14:00:00 EST,59,-13,1223
2020-01-09 15:00:00 EST,59,-12.6,1263
2020-01-09 16:00:00 EST,64,-13.1,1354
2020-01-09 17:00:00 EST,64,-13.1,1424
2020-01-09 18:00:00 EST,67,-13,1389
2020-01-09 19:00:00 EST,67,-12.6,1387
2020-01-09 20:00:00 EST,68,-12.7,1369
2020-01-09 21:00:00 EST,73,-12.3,1318
2020-01-09 22:00:00 EST,76,-11.6,1189
2020-01-09 23:00:00 EST,76,-11.2,1118
2020-01-10 00:00:00 EST,76,-10.9,1045
2020-01-10 01:00:00 EST,76,-10.2,1009
2020-01-10 02:00:00 EST,75,-9.6,998
2020-01-10 03:00:00 EST,75,-9,1006
2020-01-10 04:00:00 EST,75,-8.2,1020
2020-01-10 05:00:00 EST,76,-7.7,1056
2020-01-10 06:00:00 EST,79,-7.3,1174
2020-01-10 07:00:00 EST,80,-6.7,1268
2020-01-10 08:00:00 EST,81,-5.7,1269
2020-01-10 09:00:00 EST,76,0.5,1265
2020-01-10 10:00:00 EST,74,2.5,1257
2020-01-10 11:00:00 EST,83,2.4,1242
2020-01-10 12:00:00 EST,79,2.7,1221
2020-01-10 13:00:00 EST,81,3.2,1197
2020-01-10 14:00:00 EST,82,3.4,1187
2020-01-10 15:00:00 EST,83,3.3,1183
2020-01-10 16:00:00 EST,86,3.4,1222
2020-01-10 17:00:00 EST,90,3.2,1251
2020-01-10 18:00:00 EST,93,3.1,1225
2020-01-10 19:00:00 EST,95,3.4,1206
2020-01-10 20:00:00 EST,96,3.1,1171
2020-01-10 21:00:00 EST,97,3.1,1117
2020-01-10 22:00:00 EST,98,3.1,1037
2020-01-10 23:00:00 EST,98,3,976
2020-01-11 00:00:00 EST,99,3,916
2020-01-11 01:00:00 EST,99,3,885
2020-01-11 02:00:00 EST,99,2.7,875
2020-01-11 03:00:00 EST,99,2.1,880
2020-01-11 04:00:00 EST,99,2.3,857
2020-01-11 05:00:00 EST,99,2.1,879
2020-01-11 06:00:00 EST,99,2.6,926
2020-01-11 07:00:00 EST,99,3.8,966
2020-01-11 08:00:00 EST,99,5.5,1038
2020-01-11 09:00:00 EST,99,6.7,1112
2020-01-11 10:00:00 EST,99,7.4,1132
2020-01-11 11:00:00 EST,99,7.9,1146
2020-01-11 12:00:00 EST,99,8.3,1178
2020-01-11 13:00:00 EST,99,6.2,1166
2020-01-11 14:00:00 EST,99,2.7,1160
2020-01-11 15:00:00 EST,98,2.2,1181
2020-01-11 16:00:00 EST,98,1.8,1215
2020-01-11 17:00:00 EST,97,1.8,1246
2020-01-11 18:00:00 EST,96,1.6,1205
2020-01-11 19:00:00 EST,95,1.1,1154
2020-01-11 20:00:00 EST,96,0.8,1117
2020-01-11 21:00:00 EST,95,-0.2,1071
2020-01-11 22:00:00 EST,94,-0.5,1019
2020-01-11 23:00:00 EST,93,-1.6,964
2020-01-12 00:00:00 EST,94,-2.4,919
2020-01-12 01:00:00 EST,93,-2.4,882
2020-01-12 02:00:00 EST,94,-2.9,877
2020-01-12 03:00:00 EST,94,-3.6,878
2020-01-12 04:00:00 EST,93,-4,883
2020-01-12 05:00:00 EST,93,-4.5,903
2020-01-12 06:00:00 EST,92,-5.2,944
2020-01-12 07:00:00 EST,90,-5.8,993
2020-01-12 08:00:00 EST,90,-6,1044
2020-01-12 09:00:00 EST,90,-6.6,1087
2020-01-12 10:00:00 EST,89,-7.8,1125
2020-01-12 11:00:00 EST,84,-8.6,1157
2020-01-12 12:00:00 EST,78,-8.8,1171
2020-01-12 13:00:00 EST,76,-8.4,1157
2020-01-12 14:00:00 EST,74,-8.8,1167
2020-01-12 15:00:00 EST,73,-8.6,1175
2020-01-12 16:00:00 EST,74,-8.6,1244
2020-01-12 17:00:00 EST,76,-9.3,1337
2020-01-12 18:00:00 EST,71,-9.5,1316
2020-01-12 19:00:00 EST,73,-9.7,1272
2020-01-12 20:00:00 EST,70,-10.1,1231
2020-01-12 21:00:00 EST,74,-10.6,1167
2020-01-12 22:00:00 EST,76,-11,1082
2020-01-12 23:00:00 EST,79,-11.1,1002
2020-01-13 00:00:00 EST,77,-11.1,954
2020-01-13 01:00:00 EST,77,-11.2,933
2020-01-13 02:00:00 EST,82,-11.6,925
2020-01-13 03:00:00 EST,83,-11.1,923
2020-01-13 04:00:00 EST,85,-10.9,946
2020-01-13 05:00:00 EST,85,-10.3,996
2020-01-13 06:00:00 EST,87,-9.8,1116
2020-01-13 07:00:00 EST,92,-9.6,1225
2020-01-13 08:00:00 EST,92,-9.8,1252
2020-01-13 09:00:00 EST,92,-9.4,1248
2020-01-13 10:00:00 EST,91,-8.9,1251
2020-01-13 11:00:00 EST,90,-8.7,1261
2020-01-13 12:00:00 EST,89,-8.4,1256
2020-01-13 13:00:00 EST,91,-8.2,1261
2020-01-13 14:00:00 EST,92,-7.9,1261
2020-01-13 15:00:00 EST,91,-7.6,1266
2020-01-13 16:00:00 EST,91,-7.3,1325
2020-01-13 17:00:00 EST,91,-7.2,1381
2020-01-13 18:00:00 EST,90,-7.1,1368
2020-01-13 19:00:00 EST,91,-7.1,1333
2020-01-13 20:00:00 EST,91,-7,1291
2020-01-13 21:00:00 EST,91,-6.9,1200
2020-01-13 22:00:00 EST,90,-6.8,1106
2020-01-13 23:00:00 EST,90,-7.1,1036
2020-01-14 00:00:00 EST,91,-7.1,965
2020-01-14 01:00:00 EST,88,-7.4,943
2020-01-14 02:00:00 EST,88,-7.6,914
2020-01-14 03:00:00 EST,88,-8.1,931
2020-01-14 04:00:00 EST,85,-8.2,954
2020-01-14 05:00:00 EST,85,-8.4,1011
2020-01-14 06:00:00 EST,86,-9.3,1120
2020-01-14 07:00:00 EST,87,-9.2,1223
2020-01-14 08:00:00 EST,90,-8.7,1211
2020-01-14 09:00:00 EST,93,-8.1,1229
2020-01-14 10:00:00 EST,93,-7.7,1246
2020-01-14 11:00:00 EST,92,-7.7,1220
2020-01-14 12:00:00 EST,92,-7.2,1217
2020-01-14 13:00:00 EST,93,-6.5,1238
2020-01-14 14:00:00 EST,94,-5.8,1207
2020-01-14 15:00:00 EST,92,-6,1235
2020-01-14 16:00:00 EST,93,-6.1,1312
2020-01-14 17:00:00 EST,92,-6.5,1372
2020-01-14 18:00:00 EST,89,-6.8,1343
2020-01-14 19:00:00 EST,88,-7.1,1302
2020-01-14 20:00:00 EST,88,-7.2,1264
2020-01-14 21:00:00 EST,89,-7.4,1194
2020-01-14 22:00:00 EST,90,-7.3,1111
2020-01-14 23:00:00 EST,91,-7.2,1019
2020-01-15 00:00:00 EST,90,-7,983
2020-01-15 01:00:00 EST,90,-6.7,950
2020-01-15 02:00:00 EST,89,-6.5,921
2020-01-15 03:00:00 EST,91,-6.1,939
2020-01-15 04:00:00 EST,93,-5.7,936
2020-01-15 05:00:00 EST,95,-5,996
2020-01-15 06:00:00 EST,95,-4.4,1100
2020-01-15 07:00:00 EST,95,-4,1191
2020-01-15 08:00:00 EST,95,-3.9,1209
2020-01-15 09:00:00 EST,94,-3.5,1188
2020-01-15 10:00:00 EST,93,-2.5,1194
2020-01-15 11:00:00 EST,91,-0.8,1167
2020-01-15 12:00:00 EST,86,0.5,1164
2020-01-15 13:00:00 EST,87,-0.1,1173
2020-01-15 14:00:00 EST,84,-0.1,1176
2020-01-15 15:00:00 EST,85,-0.4,1177
2020-01-15 16:00:00 EST,87,-0.8,1234
2020-01-15 17:00:00 EST,87,-0.5,1286
2020-01-15 18:00:00 EST,89,-0.7,1248
2020-01-15 19:00:00 EST,94,-1.3,1222
2020-01-15 20:00:00 EST,96,-1.6,1182
2020-01-15 21:00:00 EST,97,-1.6,1128
2020-01-15 22:00:00 EST,97,-1.8,1046
2020-01-15 23:00:00 EST,96,-2.1,962
2020-01-16 00:00:00 EST,96,-1.9,937
2020-01-16 01:00:00 EST,96,-2,908
2020-01-16 02:00:00 EST,96,-2.1,910
2020-01-16 03:00:00 EST,96,-2,918
2020-01-16 04:00:00 EST,96,-2.2,937
2020-01-16 05:00:00 EST,96,-2.2,1006
2020-01-16 06:00:00 EST,96,-2.2,1099
2020-01-16 07:00:00 EST,95,-2.3,1172
2020-01-16 08:00:00 EST,94,-2.6,1195
2020-01-16 09:00:00 EST,93,-2.6,1186
2020-01-16 10:00:00 EST,91,-2.3,1182
2020-01-16 11:00:00 EST,82,-2.3,1181
2020-01-16 12:00:00 EST,76,-2.5,1180
2020-01-16 13:00:00 EST,78,-3.8,1172
2020-01-16 14:00:00 EST,81,-4.7,1181
2020-01-16 15:00:00 EST,74,-5.5,1198
2020-01-16 16:00:00 EST,71,-6.8,1275
2020-01-16 17:00:00 EST,74,-7.8,1385
2020-01-16 18:00:00 EST,71,-9.3,1360
2020-01-16 19:00:00 EST,71,-11.2,1329
2020-01-16 20:00:00 EST,72,-12.3,1294
2020-01-16 21:00:00 EST,70,-13.5,1221
2020-01-16 22:00:00 EST,70,-14.1,1160
2020-01-16 23:00:00 EST,69,-15.2,1086
2020-01-17 00:00:00 EST,68,-16.2,1081
2020-01-17 01:00:00 EST,67,-17.1,1059
2020-01-17 02:00:00 EST,67,-17.9,1047
2020-01-17 03:00:00 EST,67,-18.6,1030
2020-01-17 04:00:00 EST,67,-19.2,1032
2020-01-17 05:00:00 EST,68,-19.7,1097
2020-01-17 06:00:00 EST,68,-20.2,1236
2020-01-17 07:00:00 EST,68,-20.6,1367
2020-01-17 08:00:00 EST,68,-20.8,1351
2020-01-17 09:00:00 EST,66,-20.5,1275
2020-01-17 10:00:00 EST,65,-19.7,1257
2020-01-17 11:00:00 EST,64,-19.1,1295
2020-01-17 12:00:00 EST,62,-18.4,1269
2020-01-17 13:00:00 EST,60,-17.4,1251
2020-01-17 14:00:00 EST,58,-16.4,1249
2020-01-17 15:00:00 EST,61,-16.5,1264
2020-01-17 16:00:00 EST,60,-16.3,1340
2020-01-17 17:00:00 EST,64,-17.2,1433
2020-01-17 18:00:00 EST,66,-17.9,1383
2020-01-17 19:00:00 EST,67,-18,1358
2020-01-17 20:00:00 EST,68,-17.7,1333
2020-01-17 21:00:00 EST,69,-17.7,1289
2020-01-17 22:00:00 EST,70,-17.8,1215
2020-01-17 23:00:00 EST,75,-18.8,1142
2020-01-18 00:00:00 EST,76,-18.1,1078
2020-01-18 01:00:00 EST,77,-18.9,1068
2020-01-18 02:00:00 EST,81,-18.7,1040
2020-01-18 03:00:00 EST,80,-18.2,1055
2020-01-18 04:00:00 EST,79,-18.1,1054
2020-01-18 05:00:00 EST,78,-17.5,1083
2020-01-18 06:00:00 EST,75,-17,1108
2020-01-18 07:00:00 EST,78,-16.8,1188
2020-01-18 08:00:00 EST,80,-17.1,1238
2020-01-18 09:00:00 EST,78,-16.3,1277
2020-01-18 10:00:00 EST,72,-15.3,1302
2020-01-18 11:00:00 EST,70,-14.9,1326
2020-01-18 12:00:00 EST,72,-14.6,1323
2020-01-18 13:00:00 EST,72,-14.2,1351
2020-01-18 14:00:00 EST,75,-14.6,1355
2020-01-18 15:00:00 EST,74,-14.5,1372
2020-01-18 16:00:00 EST,80,-14.7,1428
2020-01-18 17:00:00 EST,82,-14.8,1504
2020-01-18 18:00:00 EST,82,-14.8,1454
2020-01-18 19:00:00 EST,83,-15.2,1405
2020-01-18 20:00:00 EST,83,-15.6,1359
2020-01-18 21:00:00 EST,83,-15.1,1297
2020-01-18 22:00:00 EST,83,-14.9,1244
2020-01-18 23:00:00 EST,83,-15,1165
2020-01-19 00:00:00 EST,83,-14.7,1107
2020-01-19 01:00:00 EST,83,-14.3,1089
2020-01-19 02:00:00 EST,83,-13.6,1072
2020-01-19 03:00:00 EST,85,-13,1047
2020-01-19 04:00:00 EST,86,-12.5,1021
2020-01-19 05:00:00 EST,87,-12,1007
2020-01-19 06:00:00 EST,86,-12.2,1038
2020-01-19 07:00:00 EST,84,-12.4,1082
2020-01-19 08:00:00 EST,83,-12.8,1127
2020-01-19 09:00:00 EST,83,-12.1,1162
2020-01-19 10:00:00 EST,83,-11.7,1174
2020-01-19 11:00:00 EST,76,-12.1,1184
2020-01-19 12:00:00 EST,72,-11.3,1216
2020-01-19 13:00:00 EST,72,-11.4,1205
2020-01-19 14:00:00 EST,68,-10.6,1197
2020-01-19 15:00:00 EST,68,-10,1211
2020-01-19 16:00:00 EST,70,-9.8,1279
2020-01-19 17:00:00 EST,71,-10.4,1367
2020-01-19 18:00:00 EST,69,-10.3,1345
2020-01-19 19:00:00 EST,74,-11.1,1309
2020-01-19 20:00:00 EST,74,-11.5,1278
2020-01-19 21:00:00 EST,71,-11.6,1206
2020-01-19 22:00:00 EST,72,-12.5,1128
2020-01-19 23:00:00 EST,70,-13.6,1053
2020-01-20 00:00:00 EST,71,-14.3,1006
2020-01-20 01:00:00 EST,72,-14.6,985
2020-01-20 02:00:00 EST,71,-15.4,978
2020-01-20 03:00:00 EST,71,-15.6,985
2020-01-20 04:00:00 EST,75,-17.5,1018
2020-01-20 05:00:00 EST,78,-17.7,1079
2020-01-20 06:00:00 EST,82,-18.4,1193
2020-01-20 07:00:00 EST,82,-18.2,1281
2020-01-20 08:00:00 EST,81,-18.1,1292
2020-01-20 09:00:00 EST,79,-17.4,1264
2020-01-20 10:00:00 EST,72,-16.4,1249
2020-01-20 11:00:00 EST,68,-15.2,1241
2020-01-20 12:00:00 EST,66,-14.1,1223
2020-01-20 13:00:00 EST,61,-12.5,1213
2020-01-20 14:00:00 EST,56,-11,1205
2020-01-20 15:00:00 EST,52,-10.2,1232
2020-01-20 16:00:00 EST,52,-10.5,1311
2020-01-20 17:00:00 EST,57,-12,1412
2020-01-20 18:00:00 EST,63,-12.9,1410
2020-01-20 19:00:00 EST,67,-13.4,1374
2020-01-20 20:00:00 EST,72,-14.1,1325
2020-01-20 21:00:00 EST,76,-17.8,1258
2020-01-20 22:00:00 EST,77,-15,1175
2020-01-20 23:00:00 EST,78,-16.3,1099
2020-01-21 00:00:00 EST,74,-16.7,1057
2020-01-21 01:00:00 EST,73,-17.2,1035
2020-01-21 02:00:00 EST,76,-16.2,1004
2020-01-21 03:00:00 EST,77,-16.6,1003
2020-01-21 04:00:00 EST,80,-18.1,1048
2020-01-21 05:00:00 EST,83,-18.1,1120
2020-01-21 06:00:00 EST,85,-18.7,1247
2020-01-21 07:00:00 EST,84,-18.4,1325
2020-01-21 08:00:00 EST,84,-18.2,1330
2020-01-21 09:00:00 EST,84,-17,1304
2020-01-21 10:00:00 EST,77,-14.5,1263
2020-01-21 11:00:00 EST,64,-12,1241
2020-01-21 12:00:00 EST,63,-10.6,1215
2020-01-21 13:00:00 EST,55,-7.9,1241
2020-01-21 14:00:00 EST,58,-7.4,1248
2020-01-21 15:00:00 EST,61,-6.9,1275
2020-01-21 16:00:00 EST,62,-6.7,1311
2020-01-21 17:00:00 EST,67,-6.6,1393
2020-01-21 18:00:00 EST,72,-6.5,1334
2020-01-21 19:00:00 EST,73,-5.6,1305
2020-01-21 20:00:00 EST,76,-5.4,1290
2020-01-21 21:00:00 EST,75,-5,1224
2020-01-21 22:00:00 EST,76,-4.7,1121
2020-01-21 23:00:00 EST,76,-4.5,1035
2020-01-22 00:00:00 EST,77,-4.5,994
2020-01-22 01:00:00 EST,78,-4.7,953
2020-01-22 02:00:00 EST,79,-4.9,957
2020-01-22 03:00:00 EST,78,-4.6,955
2020-01-22 04:00:00 EST,78,-4.3,961
2020-01-22 05:00:00 EST,78,-4.4,1030
2020-01-22 06:00:00 EST,79,-4.9,1132
2020-01-22 07:00:00 EST,82,-7.3,1223
2020-01-22 08:00:00 EST,82,-7.7,1223
2020-01-22 09:00:00 EST,78,-6.4,1210
2020-01-22 10:00:00 EST,76,-5.3,1180
2020-01-22 11:00:00 EST,69,-3.5,1146
2020-01-22 12:00:00 EST,62,-1.2,1122
2020-01-22 13:00:00 EST,59,0.8,1081
2020-01-22 14:00:00 EST,64,1.2,1102
2020-01-22 15:00:00 EST,69,1,1136
2020-01-22 16:00:00 EST,77,-0.6,1221
2020-01-22 17:00:00 EST,79,-1.4,1315
2020-01-22 18:00:00 EST,83,-1.9,1295
2020-01-22 19:00:00 EST,78,-2,1274
2020-01-22 20:00:00 EST,72,-2.2,1242
2020-01-22 21:00:00 EST,70,-2.5,1182
2020-01-22 22:00:00 EST,73,-2.9,1092
2020-01-22 23:00:00 EST,74,-2.8,1012
2020-01-23 00:00:00 EST,66,-2.5,949
2020-01-23 01:00:00 EST,65,-2.4,925
2020-01-23 02:00:00 EST,69,-2.2,892
2020-01-23 03:00:00 EST,73,-2.7,908
2020-01-23 04:00:00 EST,78,-3.5,922
2020-01-23 05:00:00 EST,79,-3.7,992
2020-01-23 06:00:00 EST,80,-3.7,1105
2020-01-23 07:00:00 EST,83,-4.4,1182
2020-01-23 08:00:00 EST,84,-5,1169
2020-01-23 09:00:00 EST,84,-4.4,1158
2020-01-23 10:00:00 EST,80,-3,1125
2020-01-23 11:00:00 EST,76,-1.4,1107
2020-01-23 12:00:00 EST,71,-0.3,1086
2020-01-23 13:00:00 EST,64,0.8,1094
2020-01-23 14:00:00 EST,64,1.3,1115
2020-01-23 15:00:00 EST,66,1.5,1138
2020-01-23 16:00:00 EST,67,1.3,1204
2020-01-23 17:00:00 EST,72,0.2,1260
2020-01-23 18:00:00 EST,78,-0.8,1248
2020-01-23 19:00:00 EST,77,-1,1233
2020-01-23 20:00:00 EST,81,-1.5,1202
