date,month,year,day,name,open,close,high,low,volume,volume_type
2014-02-10,2,2014,10,AAPL,74.09,75.57,76,74,12350146,low
2014-02-10,2,2014,10,GOOGL,585.9,586.47,591.2,584.51,1945639,medium
2014-02-10,2,2014,10,FB,64.28,63.55,64.49,63.47,43736562,medium
2014-02-10,2,2014,10,MSFT,36.64,36.8,36.8,36.29,26782083,medium
2014-02-10,2,2014,10,AMZN,362.35,360.87,365,359.35,3451093,medium
2014-02-11,2,2014,11,AAPL,75.8,76.57,76.82,75.64,10096036,low
2014-02-11,2,2014,11,GOOGL,590.01,595.09,595.93,586.11,2052813,medium
2014-02-11,2,2014,11,AMZN,362.34,361.79,363.61,356.25,3225200,medium
2014-02-11,2,2014,11,FB,63.76,64.85,65,63.35,45746832,medium
2014-02-11,2,2014,11,MSFT,36.92,37.17,37.26,36.86,32164989,medium
2014-02-12,2,2014,12,AAPL,76.7,76.56,77.08,76.18,11018152,low
2014-02-12,2,2014,12,MSFT,37.33,37.47,37.6,37.3,27055869,medium
2014-02-12,2,2014,12,AMZN,356.43,349.25,357.75,346.32,6599199,medium
2014-02-12,2,2014,12,GOOGL,594.5,593.35,595,590.69,1725673,medium
2014-02-12,2,2014,12,FB,64.89,64.45,65.06,64.05,47409857,medium
2014-02-13,2,2014,13,FB,64.15,67.33,67.33,64.05,62013396,high
2014-02-13,2,2014,13,GOOGL,590.38,599.95,599.95,589.83,1836921,medium
2014-02-13,2,2014,13,AMZN,347.85,357.2,357.2,346.5,4181445,medium
2014-02-13,2,2014,13,MSFT,37.33,37.61,37.86,37.33,37647772,medium
2014-02-13,2,2014,13,AAPL,76.38,77.78,77.84,76.31,10994308,low
2014-02-14,2,2014,14,FB,67.51,67.09,67.58,66.72,36786427,medium
2014-02-14,2,2014,14,MSFT,37.4,37.62,37.78,37.33,42986738,medium
2014-02-14,2,2014,14,AAPL,77.5,77.71,78,77.32,9781148,low
2014-02-14,2,2014,14,GOOGL,597.56,601.4,602.2,596.4,2194330,medium
2014-02-14,2,2014,14,AMZN,359,357.35,359.34,353.35,3524570,medium
2014-02-18,2,2014,18,AAPL,78,78,78.74,77.94,9329464,low
2014-02-18,2,2014,18,MSFT,37.65,37.42,37.78,37.41,32839707,medium
2014-02-18,2,2014,18,GOOGL,600.75,605.44,606.43,600,2110730,medium
2014-02-18,2,2014,18,FB,66.92,67.3,67.54,66.07,43862297,medium
2014-02-18,2,2014,18,AMZN,354,353.65,355.73,349.45,5000493,medium
2014-02-19,2,2014,19,AMZN,352.64,347.38,354.54,346.1,4175393,medium
2014-02-19,2,2014,19,MSFT,37.21,37.51,37.75,37.21,29794084,medium
2014-02-19,2,2014,19,GOOGL,602.65,601.17,604.61,598.75,2105697,medium
2014-02-19,2,2014,19,FB,67.05,68.06,69.08,67,64258631,high
2014-02-19,2,2014,19,AAPL,77.79,76.77,78.13,76.34,11222060,low
2014-02-20,2,2014,20,FB,67.73,69.63,70.11,65.73,131043748,high
2014-02-20,2,2014,20,GOOGL,602,602.05,603.44,600.11,1701894,medium
2014-02-20,2,2014,20,AAPL,76.11,75.88,76.71,75.57,10932729,low
2014-02-20,2,2014,20,AMZN,347.29,349.8,350.46,344.38,3496663,medium
2014-02-20,2,2014,20,MSFT,37.66,37.75,37.87,37.4,27541038,medium
2014-02-21,2,2014,21,AMZN,352.44,346.76,354.14,346.75,4212144,medium
2014-02-21,2,2014,21,MSFT,37.94,37.98,38.35,37.86,38030656,medium
2014-02-21,2,2014,21,GOOGL,603.91,601.9,604.93,601.42,1863155,medium
2014-02-21,2,2014,21,AAPL,76.1,75.04,76.37,74.94,9965321,low
2014-02-21,2,2014,21,FB,69.63,68.59,69.96,68.45,70991892,high
2014-02-24,2,2014,24,GOOGL,602.63,606.26,610.08,602.55,1675461,medium
2014-02-24,2,2014,24,FB,68.75,70.78,71.44,68.54,76951946,high
2014-02-24,2,2014,24,MSFT,37.66,37.69,37.98,37.54,32143395,medium
2014-02-24,2,2014,24,AAPL,74.72,75.36,75.7,74.63,10337850,low
2014-02-24,2,2014,24,AMZN,345.48,351.78,353,343.29,3647182,medium
2014-02-25,2,2014,25,AMZN,353,358.32,361.08,351.58,3747076,medium
2014-02-25,2,2014,25,MSFT,37.61,37.54,37.85,37.35,30867657,medium
2014-02-25,2,2014,25,FB,70.97,69.85,71,69.45,52189031,medium
2014-02-25,2,2014,25,AAPL,75.58,74.58,75.65,74.43,8321050,low
2014-02-25,2,2014,25,GOOGL,607.5,610,612.25,605.21,1444180,medium
2014-02-26,2,2014,26,AAPL,74.8,73.91,75,73.66,9875898,low
2014-02-26,2,2014,26,MSFT,37.64,37.47,37.74,37.19,41042629,medium
2014-02-26,2,2014,26,GOOGL,612,610.09,614.44,606.88,1983804,medium
2014-02-26,2,2014,26,FB,70.2,69.26,71.22,68.85,55400399,high
2014-02-26,2,2014,26,AMZN,359.86,359.8,364.75,357.17,3622506,medium
2014-02-27,2,2014,27,MSFT,37.42,37.86,37.89,37.23,33919024,medium
2014-02-27,2,2014,27,GOOGL,609.2,609.61,612.12,608.51,1260794,medium
2014-02-27,2,2014,27,FB,69.36,68.94,70.01,68.87,41695855,medium
2014-02-27,2,2014,27,AAPL,73.88,75.38,75.54,73.72,10793903,low
2014-02-27,2,2014,27,AMZN,357.84,360.13,360.59,355.5,3105442,medium
2014-02-28,2,2014,28,FB,69.58,68.46,69.88,67.38,66900863,high
2014-02-28,2,2014,28,MSFT,37.98,38.31,38.46,37.82,41217028,medium
2014-02-28,2,2014,28,GOOGL,610.17,607.83,612.1,603.11,2314596,medium
2014-02-28,2,2014,28,AMZN,360.6,362.1,365.87,357.08,3885207,medium
2014-02-28,2,2014,28,AAPL,75.58,75.18,76.11,74.59,13296379,low
2014-03-03,3,2014,3,AMZN,358.85,359.78,360.96,354.48,2804261,medium
2014-03-03,3,2014,3,GOOGL,603.38,601.35,603.92,596.07,2108720,medium
2014-03-03,3,2014,3,FB,66.88,67.41,68.05,66.51,56900444,high
2014-03-03,3,2014,3,AAPL,74.74,75.39,75.81,74.69,8540642,low
2014-03-03,3,2014,3,MSFT,37.89,37.78,38.13,37.49,29726792,medium
2014-03-04,3,2014,4,AAPL,75.88,75.89,76.09,75.4,9269262,low
2014-03-04,3,2014,4,MSFT,38.25,38.41,38.48,38.07,26868337,medium
2014-03-04,3,2014,4,AMZN,363.82,363.9,365.68,362.46,2706843,medium
2014-03-04,3,2014,4,FB,68.67,68.8,68.9,67.62,42164222,medium
2014-03-04,3,2014,4,GOOGL,607.5,607.46,608,604.75,1471031,medium
2014-03-05,3,2014,5,AAPL,75.84,76.05,76.39,75.59,7152217,low
2014-03-05,3,2014,5,GOOGL,607.53,609.13,611.54,605.7,1236190,medium
2014-03-05,3,2014,5,AMZN,364.5,372.37,372.73,363.9,3862706,medium
2014-03-05,3,2014,5,MSFT,38.26,38.11,38.27,37.93,20520432,medium
2014-03-05,3,2014,5,FB,69.7,71.57,71.97,69.62,74649486,high
2014-03-06,3,2014,6,FB,71.85,70.84,71.89,70.25,46126260,medium
2014-03-06,3,2014,6,AAPL,76.11,75.82,76.35,75.44,6631873,low
2014-03-06,3,2014,6,GOOGL,611.16,609.8,613.07,609.3,1269591,medium
2014-03-06,3,2014,6,MSFT,38.11,38.15,38.24,37.89,23605310,medium
2014-03-06,3,2014,6,AMZN,374.08,372.16,375.33,368.9,2927497,medium
2014-03-07,3,2014,7,AMZN,374.64,372.06,374.99,369.53,2280358,medium
2014-03-07,3,2014,7,MSFT,38.36,37.9,38.36,37.69,26596635,medium
2014-03-07,3,2014,7,AAPL,75.91,75.78,76,75.15,7916463,low
2014-03-07,3,2014,7,FB,71.08,69.8,71.18,69.47,38985763,medium
2014-03-07,3,2014,7,GOOGL,613.2,607.4,613.49,605.72,1515510,medium
2014-03-10,3,2014,10,MSFT,37.97,37.82,38.01,37.72,19007850,medium
2014-03-10,3,2014,10,FB,70.75,72.03,72.15,70.51,59949746,high
2014-03-10,3,2014,10,AMZN,372.27,370.53,372.73,367,2107820,low
2014-03-10,3,2014,10,AAPL,75.48,75.85,76.19,75.48,6384490,low
2014-03-10,3,2014,10,GOOGL,607.91,605.79,608.82,602.05,1215443,medium
2014-03-11,3,2014,11,GOOGL,606.52,600,607.16,598.32,1715423,medium
2014-03-11,3,2014,11,MSFT,37.83,38.02,38.23,37.72,25218133,medium
2014-03-11,3,2014,11,FB,72.49,70.1,72.59,69.96,59615238,high
2014-03-11,3,2014,11,AMZN,370.93,368.82,372.8,367.28,2248019,medium
2014-03-11,3,2014,11,AAPL,76.44,76.58,76.96,76.08,10028407,low
2014-03-12,3,2014,12,AMZN,366.4,370.64,371.16,363.61,2219663,medium
2014-03-12,3,2014,12,FB,69.82,70.88,71.35,69,46400431,medium
2014-03-12,3,2014,12,MSFT,37.81,38.27,38.43,37.79,30496295,medium
2014-03-12,3,2014,12,GOOGL,597.36,603.65,603.92,592.1,1966927,medium
2014-03-12,3,2014,12,AAPL,76.34,76.66,76.76,76,7170780,low
2014-03-13,3,2014,13,MSFT,38.44,37.89,38.45,37.64,32169650,medium
2014-03-13,3,2014,13,GOOGL,604.13,594.53,605.25,592.38,2345640,medium
2014-03-13,3,2014,13,FB,71.29,68.83,71.35,68.15,57091157,high
2014-03-13,3,2014,13,AAPL,76.78,75.81,77.09,75.59,9205087,low
2014-03-13,3,2014,13,AMZN,376.51,371.51,383.11,368.08,6829047,medium
2014-03-14,3,2014,14,MSFT,37.63,37.7,38.14,37.51,27195638,medium
2014-03-14,3,2014,14,GOOGL,591.06,586.4,595.43,586.27,2301786,medium
2014-03-14,3,2014,14,FB,68.48,67.72,69.43,67.46,48226824,medium
2014-03-14,3,2014,14,AAPL,75.47,74.96,75.84,74.71,8471356,low
2014-03-14,3,2014,14,AMZN,372.63,373.74,378.57,371.55,4402220,medium
2014-03-17,3,2014,17,AMZN,375.59,375.04,378.85,374.88,2306821,medium
2014-03-17,3,2014,17,GOOGL,589.63,596.05,598.54,589.05,2166547,medium
2014-03-17,3,2014,17,MSFT,37.79,38.05,38.41,37.79,20479610,medium
2014-03-17,3,2014,17,AAPL,75.32,75.25,75.71,75.12,7126582,low
2014-03-17,3,2014,17,FB,68.14,68.74,68.95,66.62,52196699,medium
2014-03-18,3,2014,18,AMZN,377.32,378.77,379,375,2483508,medium
2014-03-18,3,2014,18,FB,68.75,69.19,69.6,68.3,40827226,medium
2014-03-18,3,2014,18,MSFT,38.25,39.55,39.9,38.22,64063866,high
2014-03-18,3,2014,18,AAPL,75.11,75.91,76,75.03,7487409,low
2014-03-18,3,2014,18,GOOGL,597.34,605.63,605.77,596.53,1821606,medium
2014-03-19,3,2014,19,AMZN,378.77,373.23,379,369.42,2646687,medium
2014-03-19,3,2014,19,FB,69.13,68.24,69.29,67.47,43980558,medium
2014-03-19,3,2014,19,MSFT,39.38,39.27,39.55,38.91,35597241,medium
2014-03-19,3,2014,19,AAPL,76.04,75.89,76.61,75.57,8026994,low
2014-03-19,3,2014,19,GOOGL,605.9,599.63,606,597.21,1612901,medium
2014-03-20,3,2014,20,MSFT,39.29,40.33,40.65,39.24,59269801,medium
2014-03-20,3,2014,20,AMZN,370.93,368.97,373,366.22,2558460,medium
2014-03-20,3,2014,20,GOOGL,599.98,598.58,604.8,597.68,1684975,medium
2014-03-20,3,2014,20,AAPL,75.71,75.53,76.1,75.34,7442791,low
2014-03-20,3,2014,20,FB,68.07,66.97,68.23,66.82,44438500,medium
2014-03-21,3,2014,21,GOOGL,604.82,591.52,604.82,591.23,3210656,medium
2014-03-21,3,2014,21,AAPL,76.24,76.12,76.25,75.19,13373167,low
2014-03-21,3,2014,21,MSFT,40.85,40.16,40.94,40.01,80731942,high
2014-03-21,3,2014,21,AMZN,372.84,360.62,372.84,358.4,5417935,medium
2014-03-21,3,2014,21,FB,67.64,67.24,67.92,66.18,60041228,high
2014-03-24,3,2014,24,GOOGL,592.35,578.97,592.45,572.98,3039151,medium
2014-03-24,3,2014,24,MSFT,40.39,40.5,40.64,39.86,46098374,medium
2014-03-24,3,2014,24,AMZN,360.52,351.85,361.5,348.6,4879627,medium
2014-03-24,3,2014,24,AAPL,76.89,77.03,77.21,76.44,12703553,low
2014-03-24,3,2014,24,FB,67.17,64.1,67.36,63.36,85695872,high
2014-03-25,3,2014,25,FB,64.91,64.89,66.19,63.78,68785500,high
2014-03-25,3,2014,25,AAPL,77.32,77.86,77.96,77.08,10081908,low
2014-03-25,3,2014,25,MSFT,40.7,40.34,40.99,39.96,43193147,medium
2014-03-25,3,2014,25,GOOGL,582.95,579.36,584.92,573.5,2413045,medium
2014-03-25,3,2014,25,AMZN,354.03,354.71,358.97,348.84,4455703,medium
2014-03-26,3,2014,26,AMZN,357.13,343.41,357.6,343.4,4120665,medium
2014-03-26,3,2014,26,MSFT,40.49,39.79,40.71,39.6,41982966,medium
2014-03-26,3,2014,26,GOOGL,581.01,565.99,585.79,565.75,2580023,medium
2014-03-26,3,2014,26,FB,64.77,60.39,64.95,60.37,97689774,high
2014-03-26,3,2014,26,AAPL,78.16,77.11,78.43,76.98,10706032,low
2014-03-27,3,2014,27,AMZN,343,338.47,344,330.88,5770462,medium
2014-03-27,3,2014,27,MSFT,39.69,39.36,39.97,39.34,35369170,medium
2014-03-27,3,2014,27,AAPL,77.11,76.78,77.36,76.45,7929668,low
2014-03-27,3,2014,27,FB,60.49,60.97,61.9,57.98,112649694,high
2014-03-27,3,2014,27,GOOGL,565.75,557.14,565.97,551.05,3826676,medium
2014-03-28,3,2014,28,AMZN,340.13,338.29,347,336.08,3986782,medium
2014-03-28,3,2014,28,AAPL,76.82,76.69,76.99,76.32,7163009,low
2014-03-28,3,2014,28,FB,61.34,60.01,61.95,59.34,67051528,high
2014-03-28,3,2014,28,GOOGL,559.5,560.08,566.6,558.89,2258918,medium
2014-03-28,3,2014,28,MSFT,39.82,40.3,40.64,39.68,43472747,medium
2014-03-31,3,2014,31,GOOGL,565.35,557.26,567.5,556.42,1942277,medium
2014-03-31,3,2014,31,FB,60.78,60.24,61.52,59.87,53011205,medium
2014-03-31,3,2014,31,AMZN,342.5,336.37,346.29,334.06,4297487,medium
2014-03-31,3,2014,31,AAPL,77.03,76.68,77.26,76.56,6023884,low
2014-03-31,3,2014,31,MSFT,40.43,40.99,41.5,40.4,46886284,medium
2014-04-01,4,2014,1,GOOGL,560.14,567.45,568.75,559,2182626,medium
2014-04-01,4,2014,1,FB,60.49,62.62,62.66,60.24,59291210,high
2014-04-01,4,2014,1,AAPL,76.84,77.38,77.41,76.68,7169955,low
2014-04-01,4,2014,1,AMZN,338.35,342.99,344.43,338,3602899,medium
2014-04-01,4,2014,1,MSFT,41.1,41.42,41.59,41.07,32610395,medium
2014-04-02,4,2014,2,AMZN,345.99,341.96,348.3,340.38,4475523,medium
2014-04-02,4,2014,2,GOOGL,570.95,567.55,572.4,562,2088804,medium
2014-04-02,4,2014,2,AAPL,77.48,77.51,77.64,77.18,6443553,low
2014-04-02,4,2014,2,FB,63.24,62.72,63.91,62.21,66276613,high
2014-04-02,4,2014,2,MSFT,41.44,41.35,41.66,41.17,28666682,medium
2014-04-03,4,2014,3,AAPL,77.38,76.97,77.5,76.81,5806873,low
2014-04-03,4,2014,3,FB,62.53,59.49,63.17,59.13,83859330,high
2014-04-03,4,2014,3,MSFT,41.21,41.01,41.29,40.71,30139567,medium
2014-04-03,4,2014,3,GOOGL,573.39,571.5,588.3,566.01,4019626,high
2014-04-03,4,2014,3,AMZN,341.82,333.62,342.5,328.46,6399299,medium
2014-04-04,4,2014,4,AMZN,335.15,323,335.44,315.61,12534578,high
2014-04-04,4,2014,4,FB,59.97,56.75,60.2,56.32,125465774,high
2014-04-04,4,2014,4,MSFT,41.3,39.87,41.39,39.64,51409573,medium
2014-04-04,4,2014,4,AAPL,77.14,75.97,77.14,75.8,9830355,low
2014-04-04,4,2014,4,GOOGL,578.48,545.25,579.72,544.49,5366972,high
2014-04-07,4,2014,7,AAPL,75.46,74.78,75.84,74.56,10351790,low
2014-04-07,4,2014,7,GOOGL,544.79,540.63,549.85,530.53,3961552,high
2014-04-07,4,2014,7,FB,55.87,56.95,58,55.44,108487569,high
2014-04-07,4,2014,7,AMZN,320.99,317.76,324.94,313.13,7077360,medium
2014-04-07,4,2014,7,MSFT,39.96,39.8,40.27,39.74,37559615,medium
2014-04-08,4,2014,8,MSFT,39.71,39.82,39.93,39.2,35919609,medium
2014-04-08,4,2014,8,FB,57.64,58.19,58.71,57.17,78835935,high
2014-04-08,4,2014,8,GOOGL,545.05,557.51,559.88,544.7,3488768,medium
2014-04-08,4,2014,8,AAPL,75.01,74.78,75.16,74.1,8710269,low
2014-04-08,4,2014,8,AMZN,321.88,327.07,328,318.44,6585583,medium
2014-04-09,4,2014,9,MSFT,40.04,40.47,40.55,39.88,27398687,medium
2014-04-09,4,2014,9,FB,59.59,62.41,62.46,59.19,100215307,high
2014-04-09,4,2014,9,GOOGL,567.26,567.04,567.8,555.38,3033589,medium
2014-04-09,4,2014,9,AMZN,328.47,331.81,332.18,322.5,5058664,medium
