return_date,product_id,store_id,quantity
1/20/2020,683,11,1
1/20/2020,784,13,1
1/20/2020,860,11,1
1/20/2020,894,7,1
1/20/2020,1038,11,1
1/20/2020,1045,16,2
1/20/2020,1053,16,1
1/20/2020,1212,11,1
1/20/2020,1218,13,1
1/20/2020,1220,13,1
1/20/2020,1355,16,1
1/20/2020,1357,13,2
1/20/2020,1402,13,1
1/20/2020,1556,16,1
1/21/2020,259,3,1
1/21/2020,360,16,1
1/21/2020,486,16,1
1/21/2020,520,3,2
1/21/2020,651,13,1
1/21/2020,851,13,1
1/21/2020,921,13,1
1/21/2020,952,13,1
1/21/2020,1169,3,1
1/21/2020,1452,16,1
1/21/2020,1481,3,2
1/23/2020,179,13,1
1/23/2020,328,13,1
1/23/2020,688,13,1
1/23/2020,1432,13,2
1/23/2020,1549,13,1
1/25/2020,222,15,1
1/25/2020,324,16,7
1/25/2020,358,23,6
1/25/2020,375,16,7
1/25/2020,810,15,8
1/25/2020,814,15,7
1/25/2020,990,23,7
1/25/2020,1147,3,7
1/25/2020,1295,15,7
1/26/2020,43,17,8
1/26/2020,603,17,6
1/26/2020,1013,17,7
1/26/2020,1185,17,6
1/26/2020,1273,17,6
1/26/2020,1397,17,8
1/26/2020,1428,17,6
1/27/2020,393,15,6
1/27/2020,530,15,6
1/27/2020,623,15,6
1/28/2020,231,11,8
1/29/2020,501,17,8
1/29/2020,755,17,8
1/29/2020,936,17,7
1/29/2020,1161,17,7
1/29/2020,1293,17,7
1/29/2020,1526,17,7
2/1/2020,302,3,7
2/1/2020,663,3,7
2/1/2020,882,3,7
2/1/2020,1440,3,6
2/2/2020,637,15,8
2/2/2020,921,16,6
2/2/2020,1054,15,7
2/2/2020,1442,15,6
2/2/2020,1473,15,8
2/3/2020,97,24,8
2/3/2020,196,13,7
2/3/2020,247,15,6
2/3/2020,292,24,7
2/3/2020,466,16,8
2/3/2020,539,24,8
2/3/2020,684,15,8
2/3/2020,900,13,7
2/3/2020,928,15,6
2/3/2020,1067,13,7
2/3/2020,1140,15,8
2/3/2020,1190,24,6
2/3/2020,1201,16,7
2/3/2020,1351,13,7
2/3/2020,1464,15,6
2/4/2020,653,15,7
2/4/2020,687,15,8
2/4/2020,1244,15,8
2/4/2020,1246,15,6
2/4/2020,1275,15,8
2/5/2020,210,11,8
2/5/2020,283,11,7
2/5/2020,389,11,6
2/5/2020,642,11,8
2/5/2020,789,11,7
2/5/2020,907,24,6
2/5/2020,1076,11,7
2/5/2020,1168,6,8
2/7/2020,71,23,6
2/7/2020,260,24,7
2/7/2020,408,24,8
2/7/2020,528,6,8
2/7/2020,709,24,6
2/7/2020,1080,6,6
2/7/2020,1447,6,6
2/8/2020,175,13,6
2/8/2020,479,13,8
2/10/2020,249,17,7
2/10/2020,972,17,6
2/10/2020,1090,17,8
2/10/2020,1502,17,6
2/11/2020,28,23,6
2/11/2020,91,11,6
2/11/2020,555,23,7
2/11/2020,625,11,7
2/11/2020,668,11,6
2/11/2020,1528,23,8
2/12/2020,11,6,8
2/12/2020,231,17,8
2/12/2020,269,6,7
2/12/2020,499,7,8
2/12/2020,548,6,8
2/12/2020,551,6,8
2/12/2020,575,11,7
2/12/2020,661,7,7
2/12/2020,913,17,6
2/12/2020,978,7,6
2/12/2020,983,7,6
2/12/2020,1430,11,6
2/12/2020,1475,11,8
2/12/2020,1549,6,8
2/13/2020,105,7,8
2/13/2020,327,7,6
2/13/2020,493,7,7
2/13/2020,881,7,7
2/13/2020,951,7,7
2/13/2020,1472,7,6
2/14/2020,53,3,8
2/14/2020,362,23,6
2/14/2020,526,6,7
2/14/2020,564,23,7
2/14/2020,648,6,6
2/14/2020,914,6,6
2/14/2020,964,3,6
2/14/2020,995,23,7
2/14/2020,1169,3,7
2/15/2020,370,15,8
2/15/2020,376,7,7
2/15/2020,386,3,8
2/15/2020,467,15,8
2/15/2020,482,3,6
2/15/2020,734,15,6
2/15/2020,799,3,7
2/15/2020,914,7,7
2/15/2020,927,7,7
2/15/2020,935,3,7
2/15/2020,1260,15,6
2/16/2020,815,24,7
2/16/2020,1142,24,6
2/16/2020,1405,24,7
2/16/2020,1414,24,7
2/17/2020,10,17,6
2/17/2020,174,17,6
2/17/2020,217,17,7
2/17/2020,417,17,6
2/17/2020,434,6,6
2/17/2020,507,17,7
2/17/2020,681,17,6
2/17/2020,712,3,7
2/17/2020,984,17,7
2/18/2020,142,16,8
2/18/2020,312,16,6
2/18/2020,335,16,7
2/18/2020,752,16,6
2/18/2020,899,23,7
2/18/2020,1449,16,7
2/19/2020,172,17,6
2/19/2020,181,17,6
2/19/2020,234,17,7
2/19/2020,349,15,6
2/19/2020,536,13,7
2/19/2020,985,17,8
2/19/2020,1088,15,8
2/19/2020,1106,13,6
2/19/2020,1347,13,8
2/19/2020,1376,13,6
2/20/2020,52,11,6
2/21/2020,122,3,8
2/21/2020,1329,3,6
2/22/2020,1164,13,8
2/22/2020,1252,13,8
2/23/2020,41,24,6
2/23/2020,881,24,6
2/23/2020,1464,24,6
2/25/2020,80,17,6
2/25/2020,105,17,8
2/25/2020,143,17,6
2/25/2020,258,17,6
2/25/2020,466,17,7
2/25/2020,512,7,6
2/25/2020,961,7,6
2/25/2020,1182,17,6
2/25/2020,1189,17,7
2/25/2020,1235,17,6
2/26/2020,132,13,8
2/26/2020,440,13,7
2/26/2020,460,16,8
2/26/2020,495,13,6
2/26/2020,557,16,8
2/26/2020,639,13,7
2/26/2020,852,16,8
2/26/2020,856,13,7
2/26/2020,883,13,7
2/26/2020,1019,16,8
2/26/2020,1103,16,8
2/26/2020,1216,16,8
2/26/2020,1281,13,8
2/27/2020,239,11,7
2/27/2020,495,11,7
2/27/2020,511,11,7
2/27/2020,799,16,7
2/27/2020,821,16,7
2/27/2020,894,16,6
2/27/2020,969,11,8
2/27/2020,1381,16,7
3/1/2020,137,16,8
3/1/2020,474,23,6
3/1/2020,750,16,8
3/2/2020,650,13,7
3/2/2020,778,13,6
3/2/2020,1128,13,6
3/2/2020,1137,13,6
3/2/2020,1220,7,6
3/2/2020,1406,13,8
3/2/2020,1437,7,6
3/2/2020,1453,7,7
3/3/2020,344,24,8
3/3/2020,457,11,6
3/3/2020,466,11,8
3/3/2020,477,11,8
3/3/2020,803,24,7
3/3/2020,947,11,7
3/3/2020,1021,24,6
3/3/2020,1198,11,7
3/3/2020,1296,11,6
3/3/2020,1298,24,6
3/3/2020,1305,11,6
3/3/2020,1400,24,8
3/4/2020,20,13,6
3/4/2020,862,13,8
3/4/2020,1231,13,8
3/5/2020,54,15,6
3/5/2020,752,15,7
3/5/2020,804,15,7
3/5/2020,906,11,8
3/5/2020,1236,15,8
3/5/2020,1328,11,8
3/5/2020,1369,11,8
3/8/2020,379,16,7
3/8/2020,784,16,7
3/8/2020,888,16,8
3/8/2020,909,16,8
3/10/2020,281,24,6
3/10/2020,360,24,6
3/10/2020,428,24,6
3/10/2020,564,24,7
3/10/2020,581,16,7
3/10/2020,814,16,6
3/10/2020,1044,24,6
3/10/2020,1222,24,6
3/10/2020,1305,16,7
3/10/2020,1318,6,8
3/10/2020,1347,24,6
3/11/2020,522,15,6
3/11/2020,555,15,8
3/11/2020,871,15,7
3/11/2020,990,15,6
3/11/2020,1274,15,7
3/11/2020,1497,15,6
3/12/2020,515,3,8
3/12/2020,722,3,7
3/12/2020,1514,3,8
3/12/2020,1533,3,6
3/13/2020,207,7,7
3/13/2020,566,7,8
3/13/2020,789,13,7
3/13/2020,903,7,7
3/13/2020,920,13,8
3/13/2020,957,13,6
3/13/2020,990,23,8
3/13/2020,1356,13,8
3/13/2020,1458,13,7
3/13/2020,1469,7,8
3/14/2020,100,15,6
3/14/2020,246,6,6
3/14/2020,373,15,7
3/14/2020,902,15,6
3/14/2020,1269,15,7
3/15/2020,20,15,8
3/15/2020,208,3,8
3/15/2020,209,15,7
3/15/2020,517,15,7
3/15/2020,824,24,8
3/15/2020,848,15,6
3/15/2020,987,3,6
3/15/2020,1382,24,8
3/15/2020,1433,3,8
3/15/2020,1483,15,7
3/16/2020,574,16,8
3/16/2020,951,16,6
3/16/2020,1207,16,7
3/16/2020,1433,16,8
3/17/2020,800,3,8
3/17/2020,939,3,8
3/17/2020,1029,3,8
3/18/2020,106,17,7
3/18/2020,343,16,6
3/18/2020,376,16,8
3/18/2020,574,16,8
3/18/2020,599,17,8
3/18/2020,1165,17,7
3/18/2020,1231,16,6
3/18/2020,1316,17,7
3/18/2020,1454,17,6
3/18/2020,1493,16,6
3/19/2020,238,3,7
3/19/2020,551,23,8
3/19/2020,1041,3,7
3/19/2020,1246,3,8
3/19/2020,1352,3,7
3/19/2020,1538,3,7
3/20/2020,45,17,8
3/20/2020,49,3,8
3/20/2020,103,6,8
3/20/2020,109,6,8
3/20/2020,372,17,6
3/20/2020,664,6,7
3/20/2020,690,17,8
3/20/2020,754,3,6
3/20/2020,921,17,7
3/20/2020,1022,3,8
3/20/2020,1138,17,7
3/21/2020,68,13,7
3/21/2020,133,13,8
3/21/2020,187,11,8
3/21/2020,295,13,7
3/21/2020,342,13,7
3/21/2020,398,13,7
3/21/2020,440,13,8
3/21/2020,456,7,8
3/21/2020,462,11,7
3/21/2020,519,13,6
3/21/2020,619,13,8
3/21/2020,652,13,6
3/21/2020,676,11,6
3/21/2020,684,13,7
3/21/2020,766,7,7
3/21/2020,832,13,7
3/21/2020,929,13,7
3/21/2020,1202,13,7
3/21/2020,1365,7,7
3/21/2020,1368,13,7
3/21/2020,1406,13,7
3/21/2020,1428,13,6
3/21/2020,1434,13,8
3/22/2020,81,15,6
3/22/2020,376,17,8
3/22/2020,409,15,7
3/22/2020,463,17,6
3/22/2020,583,15,6
3/22/2020,858,17,8
3/22/2020,1021,11,7
3/22/2020,1112,17,8
3/22/2020,1190,17,7
3/22/2020,1243,17,7
3/22/2020,1309,17,8
3/22/2020,1434,11,8
3/22/2020,1480,15,6
3/23/2020,111,11,6
3/23/2020,161,11,8
3/23/2020,465,11,8
3/23/2020,671,11,8
3/23/2020,993,11,6
3/24/2020,368,7,7
3/24/2020,408,7,8
3/24/2020,948,7,8
3/24/2020,1263,7,7
3/25/2020,171,6,8
3/25/2020,295,6,6
3/25/2020,600,6,8
3/25/2020,636,6,7
3/25/2020,724,6,6
3/25/2020,1298,6,6
3/25/2020,1432,6,6
3/26/2020,953,23,6
3/27/2020,105,24,6
3/27/2020,179,24,6
3/27/2020,571,24,8
3/27/2020,728,24,7
3/27/2020,1190,24,8
3/27/2020,1199,24,7
3/28/2020,57,13,8
3/28/2020,93,13,8
3/28/2020,439,17,7
3/28/2020,446,17,8
3/28/2020,497,17,7
3/28/2020,717,13,7
3/28/2020,799,17,6
3/28/2020,848,17,6
3/28/2020,1285,17,6
3/28/2020,1427,13,8
3/28/2020,1498,13,7
3/28/2020,1528,13,6
3/29/2020,82,23,6
3/29/2020,574,23,7
3/29/2020,636,17,6
3/29/2020,672,23,8
3/29/2020,868,17,6
3/29/2020,1061,17,8
3/29/2020,1275,17,6
3/29/2020,1429,17,8
3/29/2020,1441,17,6
3/30/2020,438,7,7
3/30/2020,1170,7,6
3/30/2020,1194,7,8
3/30/2020,1453,7,8
4/1/2020,255,11,8
4/1/2020,257,11,6
4/1/2020,307,11,6
4/1/2020,814,11,7
4/1/2020,864,11,7
4/2/2020,543,15,7
4/2/2020,1328,15,8
4/3/2020,27,17,7
4/3/2020,416,17,6
4/3/2020,441,17,7
4/3/2020,523,23,6
4/3/2020,699,17,7
4/3/2020,732,17,8
4/3/2020,1161,24,6
4/3/2020,1337,23,6
4/3/2020,1455,17,8
4/3/2020,1536,17,7
4/4/2020,115,16,6
4/4/2020,164,3,7
4/4/2020,245,16,7
4/4/2020,659,7,7
4/4/2020,734,3,6
4/4/2020,861,16,7
4/4/2020,886,7,6
4/4/2020,921,7,7
4/4/2020,968,16,7
4/4/2020,1010,3,6
4/4/2020,1025,24,6
4/4/2020,1122,24,7
4/4/2020,1423,7,8
4/4/2020,1463,24,7
4/5/2020,455,7,6
4/5/2020,543,24,8
4/5/2020,1232,7,8
4/6/2020,48,3,8
4/6/2020,358,3,6
4/6/2020,697,3,8
4/6/2020,1169,3,8
4/7/2020,366,17,6
4/7/2020,371,7,8
4/7/2020,477,17,8
4/7/2020,507,17,7
4/7/2020,570,17,7
4/7/2020,900,17,7
4/7/2020,1409,7,6
4/7/2020,1458,7,8
4/7/2020,1463,17,6
4/7/2020,1533,7,7
4/8/2020,265,13,8
4/8/2020,1253,13,7
4/9/2020,372,15,7
4/9/2020,1288,15,8
4/10/2020,883,11,7
4/10/2020,1541,11,8
4/12/2020,20,23,6
4/12/2020,104,23,6
4/12/2020,116,15,6
4/12/2020,138,15,7
4/12/2020,219,15,8
4/12/2020,564,13,7
4/12/2020,618,15,6
4/12/2020,943,13,7
4/12/2020,1171,15,6
4/12/2020,1362,13,6
4/12/2020,1450,23,8
4/13/2020,3,17,6
4/13/2020,14,6,6
4/13/2020,265,6,8
4/13/2020,339,6,7
4/13/2020,514,6,8
4/13/2020,573,17,8
4/13/2020,1336,24,7
4/13/2020,1404,24,8
4/13/2020,1453,24,6
4/13/2020,1453,6,8
4/13/2020,1454,6,7
4/14/2020,11,13,7
4/14/2020,47,16,8
4/14/2020,82,11,6
4/14/2020,140,6,7
4/14/2020,194,16,6
4/14/2020,324,11,7
4/14/2020,370,13,7
4/14/2020,646,6,7
4/14/2020,671,13,7
4/14/2020,786,6,8
4/14/2020,816,13,8
4/14/2020,881,13,8
4/14/2020,1266,6,6
4/14/2020,1330,6,6
4/14/2020,1382,11,7
4/14/2020,1389,6,8
4/14/2020,1447,13,6
4/14/2020,1557,11,6
4/15/2020,274,17,7
4/15/2020,360,13,8
4/15/2020,845,13,6
4/15/2020,1201,17,6
4/15/2020,1257,17,6
4/16/2020,82,6,8
4/16/2020,1026,6,8
4/16/2020,1362,24,7
4/17/2020,195,13,7
4/17/2020,415,13,7
4/17/2020,675,13,6
4/17/2020,948,13,7
4/17/2020,1172,13,7
4/17/2020,1386,13,6
4/17/2020,1524,13,6
4/18/2020,878,11,8
4/19/2020,277,7,8
4/19/2020,549,3,7
4/19/2020,587,3,6
4/19/2020,638,3,8
4/19/2020,691,3,6
4/19/2020,1137,7,8
4/19/2020,1403,7,6
4/19/2020,1414,7,8
4/20/2020,376,6,8
4/20/2020,907,6,8
4/20/2020,1021,6,7
4/20/2020,1075,6,7
4/21/2020,270,3,7
4/21/2020,593,3,6
4/21/2020,619,3,7
4/21/2020,1432,3,7
4/22/2020,331,6,6
4/22/2020,427,11,8
4/22/2020,515,11,7
4/22/2020,597,11,7
4/22/2020,991,6,6
4/23/2020,17,17,7
4/23/2020,275,17,8
4/23/2020,1411,17,8
4/24/2020,477,16,6
4/24/2020,486,16,6
4/24/2020,746,16,8
4/24/2020,870,23,6
4/24/2020,1212,16,6
4/26/2020,6,16,7
4/26/2020,317,16,6
4/26/2020,587,16,8
4/26/2020,645,3,7
4/26/2020,727,16,6
4/26/2020,1422,3,6
4/26/2020,1539,16,7
4/26/2020,1545,16,6
4/26/2020,1558,16,8
4/27/2020,163,15,6
4/27/2020,191,7,7
4/27/2020,225,7,8
4/27/2020,444,7,6
4/27/2020,491,15,8
4/27/2020,982,15,8
4/27/2020,993,15,8
4/27/2020,1028,23,7
4/27/2020,1052,15,6
4/27/2020,1183,15,7
4/27/2020,1357,15,6
4/28/2020,142,23,8
4/29/2020,868,15,8
4/29/2020,1210,15,6
5/1/2020,78,7,7
5/1/2020,639,7,6
5/1/2020,644,13,7
5/1/2020,691,13,6
5/1/2020,1132,13,7
5/1/2020,1157,13,8
5/1/2020,1314,13,6
5/1/2020,1447,13,7
5/1/2020,1531,7,7
5/2/2020,102,16,7
5/2/2020,649,24,6
5/2/2020,930,16,7
5/2/2020,973,24,8
5/2/2020,1008,16,6
5/2/2020,1104,24,7
5/2/2020,1283,16,7
5/3/2020,71,3,7
5/3/2020,200,3,8
5/3/2020,404,17,8
5/3/2020,412,3,6
5/3/2020,630,17,8
5/3/2020,803,3,7
5/3/2020,1009,3,6
5/3/2020,1323,17,8
5/4/2020,268,3,8
5/4/2020,362,3,8
5/4/2020,748,3,6
5/4/2020,1137,3,8
5/5/2020,41,16,6
5/5/2020,400,13,8
5/5/2020,545,17,7
5/5/2020,749,16,7
5/5/2020,949,17,8
5/5/2020,1161,13,6
5/5/2020,1330,16,7
5/7/2020,157,24,6
5/7/2020,166,24,6
5/7/2020,463,24,7
5/7/2020,866,24,6
5/8/2020,420,15,7
5/8/2020,471,11,6
5/8/2020,527,15,7
5/8/2020,692,15,7
5/8/2020,1178,15,6
5/8/2020,1261,11,8
5/8/2020,1388,15,8
5/9/2020,122,11,6
5/9/2020,145,13,8
5/9/2020,165,13,6
5/9/2020,304,13,8
5/9/2020,340,13,7
5/9/2020,407,13,6
5/9/2020,590,17,7
5/9/2020,629,13,7
5/9/2020,629,17,6
5/9/2020,702,13,8
5/9/2020,735,13,7
5/9/2020,739,17,6
5/9/2020,763,13,7
5/9/2020,831,13,8
5/9/2020,832,17,8
5/9/2020,852,7,8
5/9/2020,868,7,6
5/9/2020,1014,11,8
5/9/2020,1084,13,7
5/9/2020,1120,13,6
5/9/2020,1177,13,7
5/9/2020,1228,17,8
5/9/2020,1258,13,8
5/9/2020,1273,13,7
5/9/2020,1320,13,7
5/9/2020,1353,11,7
5/9/2020,1442,7,8
5/9/2020,1480,11,6
5/9/2020,1505,13,7
5/9/2020,1531,13,6
5/11/2020,340,11,7
5/11/2020,1447,11,7
5/11/2020,1452,11,8
5/14/2020,54,17,8
5/14/2020,109,17,6
5/14/2020,170,7,6
5/14/2020,325,7,6
5/14/2020,493,17,6
5/14/2020,640,23,7
5/14/2020,722,17,6
5/14/2020,767,23,8
5/14/2020,780,23,8
5/14/2020,830,17,8
5/14/2020,960,23,6
5/14/2020,1087,17,7
5/14/2020,1179,17,7
5/15/2020,111,16,6
5/15/2020,214,11,8
5/15/2020,332,24,6
5/15/2020,440,16,8
5/15/2020,441,24,7
5/15/2020,468,11,7
5/15/2020,549,11,8
5/15/2020,576,24,8
5/15/2020,730,24,7
5/15/2020,865,24,8
5/15/2020,910,11,8
5/15/2020,947,16,7
5/15/2020,1157,24,7
5/15/2020,1198,16,8
5/15/2020,1450,24,8
5/15/2020,1465,24,8
5/16/2020,156,23,8
5/16/2020,304,7,8
5/16/2020,527,23,7
5/16/2020,874,23,8
5/16/2020,1340,7,7
5/16/2020,1357,7,7
5/17/2020,114,23,8
5/17/2020,143,23,7
5/17/2020,168,24,6
5/17/2020,496,16,7
5/17/2020,785,23,8
5/17/2020,986,16,8
5/17/2020,989,23,6
5/17/2020,1349,16,8
5/18/2020,329,6,8
5/18/2020,611,6,6
5/18/2020,1155,6,7
5/18/2020,1169,6,8
5/19/2020,167,15,6
5/19/2020,190,6,6
5/19/2020,261,15,6
5/19/2020,336,6,6
5/19/2020,442,6,6
5/19/2020,484,15,6
5/19/2020,620,6,8
5/19/2020,952,15,6
5/19/2020,986,6,6
5/19/2020,1072,15,6
5/19/2020,1256,15,6
5/19/2020,1343,15,8
5/19/2020,1405,15,6
5/19/2020,1523,6,8
5/21/2020,51,6,7
5/21/2020,523,15,8
5/21/2020,791,24,6
5/21/2020,801,3,6
5/21/2020,887,24,6
5/21/2020,896,15,7
5/21/2020,944,7,7
5/21/2020,984,24,6
5/21/2020,1135,3,8
5/21/2020,1164,3,7
5/21/2020,1217,6,7
5/21/2020,1269,7,7
5/21/2020,1274,3,7
5/21/2020,1333,7,6
5/21/2020,1368,6,7
5/21/2020,1484,15,7
5/22/2020,397,13,8
5/22/2020,967,23,8
5/22/2020,1325,15,6
5/22/2020,1545,23,6
5/23/2020,485,6,8
5/23/2020,1378,6,8
5/25/2020,66,3,8
5/25/2020,296,3,8
5/25/2020,1411,3,7
5/26/2020,183,3,6
5/26/2020,264,3,6
5/26/2020,608,3,6
5/27/2020,403,15,7
5/27/2020,1048,15,7
5/27/2020,1464,15,6
5/29/2020,23,17,7
5/29/2020,398,16,6
5/29/2020,409,16,8
5/29/2020,600,17,8
5/29/2020,719,17,6
5/29/2020,905,13,6
5/29/2020,996,17,7
5/29/2020,1378,17,7
5/29/2020,1389,17,6
6/1/2020,869,24,6
6/1/2020,961,24,7
6/1/2020,1190,24,6
6/2/2020,19,13,7
6/2/2020,333,13,7
6/2/2020,550,13,6
6/2/2020,983,13,6
6/2/2020,997,13,7
6/2/2020,1480,13,7
6/2/2020,1548,13,7
6/3/2020,221,13,6
6/3/2020,685,11,6
6/3/2020,704,3,7
6/3/2020,1024,13,8
6/3/2020,1359,13,6
6/4/2020,547,24,6
6/4/2020,585,16,8
6/4/2020,1006,24,8
6/4/2020,1241,24,7
6/4/2020,1268,16,8
6/4/2020,1364,16,8
6/4/2020,1420,16,8
6/4/2020,1433,24,8
6/4/2020,1456,16,7
6/5/2020,11,7,8
6/5/2020,471,23,6
6/5/2020,530,23,6
6/5/2020,567,7,8
6/5/2020,710,23,6
6/5/2020,1141,23,6
6/5/2020,1276,23,7
6/6/2020,475,13,6
6/6/2020,812,13,8
6/6/2020,1100,13,6
6/7/2020,63,7,6
6/7/2020,487,7,8
6/7/2020,1253,15,8
6/7/2020,1409,15,7
6/7/2020,1555,15,7
6/10/2020,116,15,8
6/10/2020,829,15,8
6/10/2020,1421,15,8
6/11/2020,64,3,8
6/11/2020,299,11,7
6/11/2020,335,11,7
6/11/2020,390,3,6
6/11/2020,548,11,8
6/11/2020,723,11,6
6/11/2020,803,11,7
6/11/2020,808,3,8
6/11/2020,928,11,6
6/11/2020,1012,3,7
6/11/2020,1357,11,7
6/11/2020,1425,3,8
6/11/2020,1465,3,8
6/12/2020,96,7,8
6/12/2020,438,6,6
6/12/2020,544,6,8
6/12/2020,796,7,6
6/12/2020,1371,7,7
6/12/2020,1554,6,7
6/14/2020,98,16,8
6/14/2020,126,16,6
6/14/2020,392,7,7
6/14/2020,579,16,8
6/14/2020,1164,16,6
6/14/2020,1212,7,8
6/14/2020,1346,16,6
6/14/2020,1362,7,6
6/15/2020,9,6,8
6/15/2020,184,17,8
6/15/2020,245,17,7
6/15/2020,430,15,7
6/15/2020,441,15,6
6/15/2020,910,15,8
6/15/2020,938,17,7
6/15/2020,1057,17,6
6/16/2020,279,3,8
6/16/2020,326,3,6
6/16/2020,387,3,6
6/16/2020,522,17,8
6/16/2020,839,3,8
6/16/2020,988,17,6
6/16/2020,1091,17,7
6/16/2020,1099,17,8
6/16/2020,1105,3,7
6/16/2020,1243,17,7
6/16/2020,1338,17,8
6/16/2020,1353,3,6
6/16/2020,1541,17,6
6/17/2020,3,15,8
6/17/2020,639,15,6
6/17/2020,719,13,6
6/17/2020,1179,13,8
6/17/2020,1204,13,6
6/17/2020,1227,13,7
6/17/2020,1486,13,8
6/18/2020,118,11,8
6/18/2020,128,3,6
6/18/2020,308,11,7
6/18/2020,475,11,6
6/18/2020,588,11,7
6/18/2020,899,16,6
6/18/2020,982,11,7
6/18/2020,1448,11,6
6/19/2020,34,11,8
6/19/2020,153,11,6
6/19/2020,195,11,7
6/19/2020,252,11,6
6/19/2020,546,11,6
6/19/2020,733,11,8
6/19/2020,761,11,6
6/19/2020,1487,11,8
6/20/2020,317,24,7
6/20/2020,764,11,6
6/20/2020,848,11,6
6/20/2020,1008,11,6
6/20/2020,1124,11,7
6/20/2020,1168,24,7
6/20/2020,1443,24,7
6/20/2020,1506,24,7
6/20/2020,1530,11,6
6/21/2020,230,17,7
6/21/2020,271,17,6
6/21/2020,292,24,6
6/21/2020,348,6,6
6/21/2020,465,6,8
6/21/2020,485,24,7
6/21/2020,514,24,7
6/21/2020,588,6,7
6/21/2020,601,17,7
6/21/2020,698,6,7
6/21/2020,817,24,8
6/21/2020,933,17,7
6/21/2020,970,24,8
6/21/2020,1061,24,6
6/21/2020,1083,17,8
6/21/2020,1231,17,6
6/21/2020,1321,17,8
6/21/2020,1423,6,8
6/21/2020,1423,24,6
6/21/2020,1444,17,8
6/21/2020,1461,17,6
6/22/2020,39,17,6
6/22/2020,130,6,6
6/22/2020,134,3,8
6/22/2020,169,6,6
6/22/2020,207,3,7
6/22/2020,337,3,6
6/22/2020,419,6,7
6/22/2020,444,6,7
6/22/2020,487,7,7
